PetType_1,PetType_2,Breed_1,Breed_2,Breed_3,AgeMonths,Color_1,Color_2,Color_3,Size_1,Size_2,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
0,1,0,0,1,97,1,0,0,1,0,21.615935583355707,1,0,22,325,0,0
0,0,0,0,0,90,0,0,0,1,0,29.227630418416332,0,1,27,13,0,0
0,1,0,0,1,39,0,1,1,0,1,23.9264590280435,1,1,15,121,0,0
0,1,0,0,1,85,0,1,1,1,0,8.045415488924274,0,0,44,214,0,0
0,1,0,0,1,177,0,0,0,0,1,27.34259255197937,1,0,86,271,0,1
0,1,0,0,1,62,0,0,1,1,0,3.700107538743312,1,1,9,24,0,0
0,1,0,0,1,106,0,0,0,0,0,14.576116314251337,0,0,34,422,0,0
1,0,0,1,1,107,0,0,0,1,0,26.738715324066,1,0,73,321,0,1
0,1,0,0,1,54,0,0,1,0,1,19.596705568449224,1,0,15,293,0,1
0,0,0,0,0,126,0,0,0,0,1,12.995692377103266,1,0,62,168,0,1
1,1,1,0,0,9,0,1,1,0,0,9.491573135377894,1,0,45,102,0,1
0,1,0,0,1,88,0,0,0,0,1,11.877882754232148,1,0,84,353,1,1
0,0,0,0,0,37,0,0,1,1,0,15.7593116492693,1,1,72,370,0,0
1,1,1,0,0,49,0,1,0,1,0,10.252273966311414,0,0,58,39,0,0
1,1,1,0,0,41,0,0,0,0,0,29.100068000386692,1,1,19,234,0,0
1,0,1,1,0,17,1,0,0,0,1,28.05925193891821,1,1,16,319,1,1
0,1,0,0,1,88,0,1,1,0,0,26.2494725782153,1,0,75,88,0,0
1,0,1,1,0,21,0,1,1,1,0,13.23306523015695,1,0,8,99,0,1
0,0,0,0,0,51,1,0,0,0,0,21.047751310721637,1,0,33,143,0,0
0,0,0,0,0,59,1,0,0,0,1,27.182049904042973,0,0,74,81,0,0
1,0,1,1,0,167,0,0,0,0,0,25.662455142688913,0,0,18,76,1,0
1,0,0,1,1,41,1,0,0,0,1,13.015483406586021,1,0,35,58,0,1
1,1,1,0,1,39,0,1,0,0,1,4.25919543034556,1,0,43,228,0,1
0,1,0,0,1,141,0,0,1,1,0,3.1932805512019344,1,0,50,90,1,0
1,1,1,0,0,11,1,0,0,1,0,17.734857311545376,1,1,3,353,0,0
1,0,0,1,1,147,1,0,0,1,0,19.636210121117017,0,0,59,394,1,0
0,0,0,0,0,139,0,1,0,0,1,25.645435533313698,1,0,28,0,0,1
1,1,1,0,0,77,0,1,1,0,0,9.4829355898899,1,0,46,268,1,0
0,0,0,0,0,127,0,1,1,0,1,5.856644225951232,1,1,64,285,1,0
0,1,0,0,1,46,0,0,0,1,0,11.991169162167784,1,0,70,196,0,0
0,0,0,0,0,45,0,1,0,1,0,11.253678585335976,1,0,47,273,1,0
1,0,0,1,0,1,0,0,1,0,0,4.841599666517787,1,0,14,77,0,1
1,0,0,1,1,168,0,0,1,1,0,20.49619692288141,1,0,7,140,0,1
1,0,1,1,0,108,0,1,0,1,0,15.752066281151903,1,1,74,287,0,0
0,1,0,0,1,19,0,0,1,1,0,21.91255992732822,1,0,79,70,0,1
1,0,0,1,1,76,0,1,1,0,0,11.228042484922305,1,0,31,455,1,1
1,1,1,0,0,72,0,0,1,0,1,10.445364135753367,1,0,81,49,0,1
0,0,0,0,0,109,0,0,1,1,0,14.704699738271813,1,1,51,454,1,0
0,0,0,0,0,12,0,1,0,0,0,26.444813016459264,1,0,29,371,0,1
0,1,0,0,1,161,0,1,0,1,0,2.1681578952854297,1,1,15,368,0,0
1,0,1,1,0,45,0,0,1,0,0,24.34015170159769,0,0,76,79,0,0
0,0,0,0,0,90,1,0,0,1,0,11.700640767074939,1,0,25,234,0,0
1,1,1,0,1,103,0,1,0,0,0,25.783951747865853,1,0,61,286,1,0
0,0,0,0,0,8,0,0,0,1,0,24.263887256239837,1,0,41,306,1,1
1,1,1,0,0,153,0,0,0,0,1,11.114076174486563,1,0,69,154,1,1
1,1,1,0,0,91,0,1,1,1,0,21.12241952432686,0,1,4,59,1,0
1,0,0,1,0,174,0,0,1,0,0,5.629349946429764,0,0,57,32,0,0
0,0,0,0,0,87,1,0,0,1,0,26.99216501274985,0,1,31,436,0,0
0,1,0,0,1,158,0,1,1,0,1,12.730240869105373,1,0,3,126,0,1
0,0,0,0,0,175,0,0,1,1,0,14.213142845300805,1,0,67,220,0,0
0,0,0,0,0,177,0,1,0,0,0,21.46701248007256,1,1,50,199,0,0
1,1,1,0,1,175,0,0,0,0,0,24.804366864440677,1,0,17,416,0,0
1,0,0,1,0,84,1,0,0,0,1,7.853939556518078,1,0,60,125,0,1
0,1,0,0,1,82,0,0,0,0,0,20.179154056432868,0,1,74,40,0,0
1,1,1,0,0,146,0,1,0,1,0,12.367943272785306,0,0,66,274,1,0
0,1,0,0,1,68,0,0,1,1,0,11.692384796114878,1,0,88,468,0,0
1,0,0,1,1,161,0,1,0,1,0,21.010748894278986,1,1,75,296,0,0
1,0,0,1,0,127,0,1,0,0,0,12.228314950522096,1,0,24,84,0,0
0,0,0,0,0,164,0,0,0,1,0,11.037146504767822,1,1,87,88,1,0
1,1,1,0,1,82,1,0,0,1,0,25.24076383566103,1,0,32,41,1,0
0,1,0,0,1,147,0,1,0,1,0,3.9370075910991846,0,0,87,119,0,0
1,1,1,0,0,156,0,0,0,0,1,20.60088606207611,1,0,19,278,0,1
1,0,0,1,0,168,1,0,0,0,0,8.213036419928114,1,0,66,458,1,0
1,0,0,1,1,84,0,0,1,0,0,1.4494490129595188,1,0,60,32,0,1
1,0,1,1,0,113,0,0,1,0,0,5.8361637973080684,0,1,66,275,1,0
1,1,1,0,1,76,0,1,1,0,1,18.593184363500164,1,0,15,152,1,1
0,0,0,0,0,122,0,0,0,0,0,21.564688553092186,1,0,85,89,0,0
1,0,0,1,1,143,1,0,0,0,1,1.6106757231332813,0,0,35,103,0,1
0,0,0,0,0,41,0,1,0,0,1,2.0563378557498844,1,0,69,435,0,1
1,0,0,1,1,167,0,0,1,0,0,27.17372133044564,0,0,27,11,0,0
1,1,1,0,0,2,1,0,0,1,0,3.125868725297875,1,0,88,159,1,1
0,0,0,0,0,29,0,0,0,1,0,26.931282599880568,1,0,7,416,1,0
0,0,0,0,0,105,0,1,1,0,0,7.616811498776268,1,0,6,457,1,0
0,1,0,0,1,51,0,0,1,0,0,22.46051620458817,1,0,33,195,0,0
0,0,0,0,0,75,1,0,0,0,1,9.98226421943435,0,0,58,398,0,0
1,1,1,0,1,10,1,0,0,0,0,25.90380874266633,0,0,49,306,0,0
1,1,1,0,0,142,1,0,0,0,1,21.31319109730638,0,0,17,261,0,0
1,0,0,1,1,51,0,0,0,0,0,12.652590299449159,0,0,42,90,0,0
1,0,1,1,0,118,0,0,0,1,0,3.212771171048307,1,1,72,196,0,0
0,1,0,0,1,121,0,0,0,1,0,22.248305332253405,0,1,40,68,0,0
0,1,0,0,1,39,0,1,0,0,0,18.889657922990263,1,0,46,465,1,0
0,0,0,0,0,28,1,0,0,0,1,1.0844398171798735,1,0,71,219,0,1
1,1,1,0,0,3,0,0,1,1,0,1.2731758232009143,1,1,70,418,1,0
1,1,1,0,0,84,0,0,0,0,1,24.454996222588125,1,0,68,378,0,1
0,0,0,0,0,155,0,0,0,0,0,8.522592425253762,1,0,1,213,0,0
1,1,1,0,1,117,1,0,0,0,0,19.447876364113906,1,0,79,417,1,0
1,1,1,0,1,2,0,0,0,1,0,14.172218173192176,0,0,89,446,1,0
1,0,1,1,0,93,0,1,0,0,0,26.039470421131252,1,0,52,451,0,0
1,1,1,0,1,166,0,1,0,1,0,27.59187227997217,1,0,35,145,0,0
0,0,0,0,0,131,0,0,0,0,1,29.907423667686768,1,0,69,232,0,1
0,0,0,0,0,144,1,0,0,1,0,5.456839938410158,1,0,5,370,0,0
0,1,0,0,1,94,1,0,0,1,0,26.025957347788786,1,1,17,409,1,0
1,0,0,1,1,40,1,0,0,0,1,8.714619925135251,1,0,53,233,0,1
0,0,0,0,0,2,0,1,1,1,0,18.13366037196972,1,0,52,213,0,1
0,0,0,0,0,81,0,0,0,1,0,15.667412182207116,1,0,14,366,1,0
0,0,0,0,0,169,1,0,0,0,0,1.521655815599242,1,0,29,480,0,0
0,1,0,0,1,12,0,1,0,0,1,28.05036711727675,1,0,8,60,0,1
1,1,1,0,1,163,0,0,1,1,0,3.271484599327335,0,0,1,362,0,0
0,0,0,0,0,65,0,0,1,0,1,20.95834866282434,1,0,29,77,0,1
1,1,1,0,1,55,1,0,0,0,1,23.7651982500396,1,0,36,94,0,1
0,1,0,0,1,45,0,0,1,1,0,24.063347622382842,0,0,51,329,0,0
1,0,0,1,0,101,0,0,1,0,0,4.929341048936498,1,0,37,498,0,0
0,0,0,0,0,62,0,1,1,0,1,13.979528564731192,1,0,69,215,1,1
0,1,0,0,1,49,0,1,0,1,0,25.053437242585414,1,0,53,212,1,0
0,1,0,0,1,127,0,1,0,0,1,9.777697100983886,0,0,52,303,0,0
1,1,1,0,0,153,0,1,1,0,0,14.564711585865243,1,0,88,199,0,0
1,0,0,1,1,23,0,1,1,0,0,8.911022888295527,1,0,83,351,0,1
1,0,0,1,0,152,0,0,1,0,0,14.442991118674401,1,0,12,30,0,0
0,0,0,0,0,38,0,0,0,1,0,26.747299755193524,1,0,52,289,1,0
0,1,0,0,1,28,0,0,1,1,0,14.198602699950314,1,0,1,342,0,0
0,0,0,0,0,21,0,1,1,0,0,17.121448495155292,0,1,7,472,0,0
0,0,0,0,0,107,0,1,0,1,0,12.715312215789423,1,1,17,134,0,0
0,0,0,0,0,146,0,0,1,0,0,14.34339831289644,0,0,43,82,0,0
1,0,1,1,0,164,0,0,0,1,0,1.4400517723462292,1,0,71,390,0,0
1,0,0,1,0,99,0,0,1,0,0,9.228619788853225,1,0,17,46,1,0
1,0,0,1,0,173,1,0,0,0,1,13.660869930512908,1,0,59,391,1,1
0,0,0,0,0,119,0,0,1,0,0,19.380112303789137,0,0,3,205,1,0
1,0,0,1,0,73,0,1,1,0,0,14.051505986062873,1,0,29,384,1,0
0,1,0,0,1,122,0,1,0,1,0,10.796694256325358,0,0,22,380,1,0
1,1,1,0,0,30,0,1,0,1,0,12.254863324980558,1,0,38,76,0,0
0,1,0,0,1,108,0,1,1,1,0,8.026506546813529,1,0,54,258,0,0
0,1,0,0,1,98,1,0,0,1,0,27.810334200447535,1,0,50,436,1,0
1,1,1,0,1,32,0,1,1,1,0,16.130553547936522,1,0,69,91,0,0
0,1,0,0,1,156,0,0,1,1,0,1.3888741622915703,0,0,30,421,0,0
1,1,1,0,0,172,0,1,1,0,1,1.5639414941668517,1,0,23,434,0,1
0,1,0,0,1,79,0,1,1,0,0,29.215887413609206,1,0,85,398,0,0
0,1,0,0,1,41,1,0,0,0,0,7.422075849824106,1,0,47,99,0,0
0,1,0,0,1,63,0,0,1,0,0,24.362640375615126,1,0,21,382,0,0
1,0,1,1,0,23,0,0,0,0,1,2.6899837452566597,1,0,20,194,0,1
1,0,1,1,0,104,0,0,0,0,0,27.713719364141923,1,0,23,191,1,0
0,0,0,0,0,75,0,1,0,0,1,26.358093106333673,1,0,68,67,0,1
0,0,0,0,0,48,0,1,1,0,1,17.561701710600925,1,0,21,388,1,1
0,1,0,0,1,160,0,1,0,0,1,1.2609610612144175,1,0,21,241,0,1
1,1,1,0,0,57,1,0,0,0,0,8.47651534667679,1,0,1,89,0,0
1,1,1,0,0,118,0,0,0,0,1,12.797856774555484,0,1,15,344,0,0
1,0,0,1,0,100,0,1,1,0,0,14.34185938567929,1,0,17,9,0,0
1,0,0,1,0,124,1,0,0,0,0,9.632683998308789,0,0,51,263,0,0
0,1,0,0,1,161,1,0,0,1,0,1.9554881791203693,0,0,63,267,1,0
1,0,0,1,0,152,0,1,1,1,0,18.11369477186972,1,1,14,319,1,0
0,1,0,0,1,167,1,0,0,0,1,16.200485363147923,1,0,59,117,1,1
1,0,1,1,0,34,0,1,1,0,1,9.207018427443254,0,0,83,249,0,0
1,1,1,0,0,156,0,1,1,0,0,2.1013030595185893,1,0,50,58,0,0
0,0,0,0,0,165,0,0,1,0,1,29.843231429436266,1,1,34,194,0,0
1,0,0,1,0,7,0,1,0,0,1,14.977599417965772,1,0,6,474,0,1
1,1,1,0,0,165,1,0,0,0,0,22.924123011448238,1,0,49,49,0,0
1,1,1,0,0,56,1,0,0,0,1,14.11710701648873,1,0,6,406,0,1
0,0,0,0,0,65,0,0,1,0,1,2.251938435025302,1,0,69,295,0,1
0,0,0,0,0,47,0,0,1,0,0,9.978421607479502,0,1,7,377,0,0
0,1,0,0,1,148,0,0,1,0,0,10.283194089171134,0,0,77,96,0,0
0,1,0,0,1,19,0,0,0,1,0,25.312234217421462,0,0,51,461,0,0
1,0,0,1,1,157,0,0,0,0,0,19.972669361996356,1,1,1,126,0,0
1,1,1,0,1,146,0,0,0,1,0,8.987467205544712,1,1,13,245,1,0
1,1,1,0,0,163,0,1,1,0,1,29.064458685113493,1,0,43,86,0,1
1,1,1,0,0,171,1,0,0,0,0,10.32471313953827,1,0,27,478,0,0
0,1,0,0,1,126,0,1,0,0,0,29.94878674903289,1,1,71,76,0,0
0,0,0,0,0,139,0,1,1,0,0,29.888747101937632,0,0,3,376,0,0
0,1,0,0,1,49,1,0,0,0,1,6.545105014655512,1,1,58,203,1,0
1,1,1,0,1,113,1,0,0,1,0,10.069492369463605,1,1,89,482,1,0
0,1,0,0,1,38,0,0,1,0,1,15.095281756054971,0,0,17,145,0,0
0,1,0,0,1,64,0,0,1,0,1,20.258919463288837,0,1,45,148,0,0
1,0,1,1,0,69,0,1,1,0,0,16.31337602111018,1,0,78,492,1,0
1,1,1,0,1,136,0,0,1,1,0,29.11380260483545,1,0,58,110,0,0
0,0,0,0,0,162,1,0,0,0,1,21.995685762835052,1,0,56,489,1,1
1,1,1,0,0,176,0,0,1,0,0,7.149300632106258,1,1,54,128,0,0
0,1,0,0,1,116,0,0,0,0,1,4.047828956195511,1,0,87,252,0,1
0,1,0,0,1,65,0,0,1,0,1,20.963637430571346,0,0,88,165,1,0
1,0,1,1,0,31,1,0,0,0,0,5.595120765242127,1,1,29,296,0,0
0,0,0,0,0,132,0,1,1,0,0,23.84262836973687,1,0,54,425,0,0
1,0,1,1,0,113,0,1,0,1,0,10.020063350549773,1,0,27,494,0,0
1,0,1,1,0,109,0,0,1,0,1,10.479904628612589,1,1,45,136,0,0
1,0,0,1,1,178,1,0,0,0,0,1.313153379295847,1,0,87,278,1,1
0,0,0,0,0,69,0,1,0,0,0,21.32932674575618,1,1,31,333,0,0
1,0,1,1,0,158,0,1,0,1,0,4.284822838875888,1,1,36,10,0,0
1,1,1,0,0,120,0,0,0,1,0,23.413536746442027,1,0,81,70,1,0
1,1,1,0,1,88,0,1,0,0,0,15.264166835598997,1,0,61,158,0,0
1,1,1,0,1,67,1,0,0,1,0,23.744114633682504,0,0,37,215,0,0
1,0,0,1,1,75,1,0,0,0,0,17.933869636734496,1,0,67,25,1,1
1,1,1,0,0,45,0,0,1,0,1,3.390564888550732,1,0,36,285,1,1
1,0,0,1,0,4,0,0,1,1,0,23.20391776445031,1,0,5,161,0,1
1,1,1,0,1,154,0,0,1,0,1,3.0241850619477426,0,0,46,429,0,0
0,1,0,0,1,155,0,1,0,0,1,14.882349896510636,1,0,79,101,1,1
1,0,1,1,0,174,0,1,0,0,1,5.998127210203935,1,0,52,68,1,1
0,1,0,0,1,107,0,0,0,0,0,22.817720161358665,1,0,49,132,1,0
1,0,1,1,0,51,0,0,1,0,1,27.43614560637767,1,0,6,188,0,1
1,1,1,0,0,50,0,1,1,0,1,17.069658737389954,1,0,10,210,0,1
1,0,0,1,1,6,0,0,0,0,1,16.287271534676236,1,0,23,242,0,1
1,1,1,0,1,59,0,1,1,0,0,23.15493269344292,1,0,17,165,1,0
0,1,0,0,1,125,0,1,0,0,1,1.1472855762960892,1,0,84,411,1,1
0,0,0,0,0,143,0,0,0,0,1,27.615000636419662,0,1,44,409,0,0
1,0,1,1,0,30,0,0,0,1,0,6.72601569564282,0,0,41,60,0,0
1,1,1,0,0,170,1,0,0,0,0,29.53944763096088,1,0,15,361,0,0
0,0,0,0,0,122,0,1,0,0,1,22.351364490853403,1,0,44,278,1,1
1,0,0,1,0,125,0,1,0,1,0,23.45328328331946,1,0,58,429,0,0
1,1,1,0,0,37,0,0,0,0,0,20.02988643083459,0,0,86,112,0,0
0,1,0,0,1,170,0,1,0,0,0,14.678232300769649,1,0,50,29,0,0
1,1,1,0,1,124,0,0,0,0,0,17.5772031074738,1,0,52,322,0,0
1,0,0,1,1,101,1,0,0,0,0,2.345683694438644,0,0,70,475,0,0
1,0,0,1,0,35,0,0,0,0,0,19.094825773528413,1,1,68,160,1,0
1,1,1,0,0,87,0,1,0,0,0,19.156844957624354,1,0,63,233,1,0
1,0,1,1,0,134,0,1,0,0,1,26.844823124652475,1,0,58,386,0,1
1,0,1,1,0,18,0,0,0,0,1,15.664034365476363,1,1,23,452,0,1
1,1,1,0,1,113,0,0,0,0,1,3.237186848495769,1,0,44,376,1,1
0,1,0,0,1,29,0,0,0,0,1,9.879681693980356,0,0,83,338,0,0
1,1,1,0,1,77,0,0,1,1,0,20.013252951315206,1,0,44,169,0,0
1,1,1,0,0,59,0,1,0,0,1,7.938507019792453,0,0,52,317,1,0
1,0,0,1,0,175,0,1,0,0,0,9.135306833806627,1,0,67,185,1,0
1,0,0,1,0,126,0,0,1,0,1,24.79360147446475,0,0,28,56,1,0
1,1,1,0,0,145,0,0,0,0,1,17.94527222111856,1,0,67,239,0,1
1,0,0,1,0,109,1,0,0,0,0,15.747295521433603,1,0,78,256,0,0
0,1,0,0,1,22,0,0,0,0,1,10.235107037368326,0,0,18,357,0,1
0,0,0,0,0,68,0,0,0,0,1,22.196913042057968,1,0,27,200,0,1
0,1,0,0,1,69,0,0,1,0,1,9.343834600210851,0,0,51,443,1,0
0,1,0,0,1,165,0,1,0,1,0,22.374842011681082,1,0,60,324,0,0
1,0,0,1,0,49,0,0,0,0,1,3.032942927755818,1,0,74,314,1,1
0,0,0,0,0,141,0,1,0,0,0,26.071698905880424,0,0,49,301,0,0
0,1,0,0,1,162,0,1,1,0,0,15.487427437902051,0,0,15,105,0,0
0,0,0,0,0,109,0,1,0,0,1,13.71673248427013,1,0,83,289,1,1
1,1,1,0,1,86,1,0,0,0,1,18.719678934715812,0,0,73,100,0,0
0,0,0,0,0,53,1,0,0,0,1,19.101570113991844,1,0,68,96,0,1
0,0,0,0,0,123,0,0,0,0,0,4.829020129809871,1,0,15,152,0,0
0,1,0,0,1,87,0,1,0,0,0,22.930774104670185,1,0,51,425,0,0
1,1,1,0,1,179,0,0,0,1,0,9.001920640551825,1,0,48,28,0,0
1,0,0,1,1,131,0,0,1,1,0,27.243894524927505,1,0,72,152,0,1
1,1,1,0,1,42,1,0,0,1,0,24.71766923903014,1,0,1,437,0,0
0,0,0,0,0,98,0,0,0,0,0,11.041715204507707,0,0,7,378,1,0
0,1,0,0,1,160,0,0,1,1,0,24.424439502820718,0,0,53,72,0,0
0,0,0,0,0,109,0,0,0,0,1,11.33532447969722,0,1,31,253,0,0
0,0,0,0,0,51,0,1,0,0,1,3.927482767445178,0,0,18,450,0,0
0,1,0,0,1,85,0,1,0,0,0,28.89475892304553,0,0,12,398,0,0
0,0,0,0,0,174,0,1,0,1,0,19.925458441247763,1,1,48,3,0,0
1,0,1,1,0,127,0,1,0,0,1,14.22688627321516,1,0,30,236,0,1
0,0,0,0,0,21,0,1,1,0,0,12.53542719440015,1,0,7,37,0,1
1,0,0,1,0,44,0,0,1,1,0,10.416454693489655,0,0,3,19,1,0
1,1,1,0,0,139,0,0,1,0,1,29.46198026744475,1,0,63,112,1,1
1,1,1,0,1,103,0,1,0,1,0,4.907670688796315,1,0,6,22,1,0
1,0,0,1,1,68,0,1,1,0,0,10.129346708696481,1,0,15,420,0,1
1,0,0,1,1,129,0,1,0,1,0,15.079431568197242,1,0,71,445,0,1
1,0,0,1,1,92,0,1,1,0,0,14.86198680657503,1,0,43,366,1,1
1,0,0,1,0,24,0,1,0,1,0,14.66962804782746,1,0,81,135,0,0
0,1,0,0,1,125,1,0,0,0,1,6.097730659081073,1,0,18,420,1,1
1,1,1,0,0,141,1,0,0,0,0,5.203043286175516,0,1,22,247,0,0
0,0,0,0,0,111,0,0,0,0,0,8.388260003529982,1,0,61,300,0,0
0,0,0,0,0,98,0,1,0,0,0,27.521258460259624,1,1,61,96,1,0
0,0,0,0,0,139,0,0,1,1,0,4.278536067200793,0,0,53,32,1,0
1,1,1,0,0,179,0,0,0,1,0,22.96532799782642,1,0,26,134,1,0
0,1,0,0,1,17,1,0,0,0,1,22.968903400867767,1,0,40,254,1,1
0,1,0,0,1,99,0,1,0,0,0,24.483341713020607,1,0,88,277,0,0
0,0,0,0,0,82,0,0,0,0,0,26.71184918069131,0,1,8,132,0,0
1,1,1,0,1,104,0,1,0,1,0,8.628049148628978,1,1,21,237,1,0
1,1,1,0,1,152,1,0,0,1,0,7.512224608797995,1,0,43,14,0,0
0,0,0,0,0,19,0,0,0,0,1,14.499664329296913,1,0,21,276,0,1
1,0,0,1,0,165,1,0,0,0,1,8.687585893809048,0,0,3,125,0,0
0,0,0,0,0,85,0,1,1,1,0,22.294989680510117,1,1,31,344,0,0
1,0,0,1,1,8,1,0,0,0,0,19.442247725501577,1,0,27,16,0,1
1,0,1,1,0,28,0,1,0,0,1,26.374642953526894,1,0,27,311,0,1
1,0,0,1,0,5,0,0,1,1,0,3.399410801125075,0,0,73,49,1,0
1,0,0,1,0,145,1,0,0,1,0,27.537416667384168,1,0,57,134,1,0
0,1,0,0,1,101,0,0,1,0,0,9.507110173432597,1,1,33,117,0,0
1,1,1,0,1,164,0,1,1,1,0,15.230136031882537,0,0,44,377,0,0
0,1,0,0,1,118,0,0,0,1,0,13.719731642249666,1,0,43,305,0,0
0,0,0,0,0,147,0,0,0,0,1,23.049037882028294,1,0,31,59,0,1
0,1,0,0,1,64,0,0,1,1,0,13.189665973523434,1,0,65,124,0,0
0,0,0,0,0,91,0,0,0,1,0,28.363041223832873,1,0,84,466,0,0
1,0,0,1,1,117,1,0,0,0,1,27.17348259651869,0,0,76,115,0,1
0,0,0,0,0,98,0,0,1,0,0,26.29267340711569,1,0,17,390,0,0
1,0,1,1,0,11,0,1,0,0,0,3.066491646798609,1,1,15,423,0,0
0,1,0,0,1,54,1,0,0,0,1,25.773483785064244,1,0,34,172,0,1
1,1,1,0,1,173,1,0,0,0,1,23.667427917853104,1,0,80,186,0,1
1,0,1,1,0,47,1,0,0,0,0,4.001875463177799,0,0,4,497,0,0
1,0,0,1,0,140,0,1,0,0,0,4.115015437650435,1,0,72,87,0,0
0,0,0,0,0,149,0,1,1,0,0,3.933750534008694,1,0,89,202,1,0
1,1,1,0,0,139,0,0,0,0,0,1.3286452029301388,1,1,79,360,0,0
1,0,1,1,0,5,0,0,1,0,0,16.910394850642923,1,0,28,310,1,1
0,0,0,0,0,20,0,1,1,0,1,29.228434451645256,1,0,73,319,0,1
0,1,0,0,1,169,0,0,1,1,0,13.721856384094012,0,0,2,448,1,0
1,1,1,0,1,46,0,0,0,0,0,16.681967554733333,0,0,17,181,0,0
0,0,0,0,0,12,0,1,0,0,0,29.07112410632871,0,0,58,351,1,0
1,0,0,1,0,70,1,0,0,1,0,8.40028463445269,1,0,74,167,0,0
1,1,1,0,0,17,1,0,0,1,0,25.895637325349625,0,0,9,180,1,0
1,1,1,0,1,115,0,1,0,1,0,16.845323549140346,0,0,31,299,0,0
0,0,0,0,0,147,0,1,1,1,0,17.51481892522731,1,0,66,446,0,0
1,1,1,0,0,154,0,1,1,1,0,10.952041859011223,0,0,88,129,1,0
1,0,0,1,0,48,0,0,1,1,0,17.285946468040336,1,0,62,462,0,0
1,0,0,1,0,108,0,1,0,0,1,3.121132774870234,1,0,19,148,1,1
0,1,0,0,1,52,0,1,1,1,0,23.174663605809254,0,0,81,471,0,0
0,1,0,0,1,96,0,1,0,1,0,9.255945084783878,1,1,74,305,0,0
1,1,1,0,0,70,0,0,0,0,1,26.740641555324693,0,0,55,208,1,0
0,0,0,0,0,102,1,0,0,1,0,11.667670143616295,1,0,28,110,0,0
1,0,1,1,0,75,1,0,0,0,0,5.1418992041195954,1,0,50,435,0,0
0,0,0,0,0,161,1,0,0,0,0,21.180565656686063,0,1,65,499,1,0
1,1,1,0,1,151,0,1,0,1,0,5.772766196691583,0,1,3,136,1,0
0,0,0,0,0,143,0,1,0,0,1,22.856734950746723,1,0,79,354,1,1
0,0,0,0,0,155,0,0,1,0,0,29.07525485577738,0,0,52,403,0,0
1,1,1,0,0,179,1,0,0,0,1,23.60703319506259,0,1,10,210,0,0
1,1,1,0,0,82,0,0,1,0,0,1.6510282045084157,1,0,21,145,0,0
1,0,1,1,0,92,1,0,0,1,0,18.396687853530466,1,0,37,83,0,0
0,0,0,0,0,179,0,0,1,0,1,21.166909458122007,1,1,15,29,1,0
0,1,0,0,1,175,0,0,1,0,1,24.938291448092272,1,0,87,487,0,1
0,0,0,0,0,4,0,0,0,0,1,2.6240669592310044,1,0,78,64,0,1
0,1,0,0,1,135,0,0,1,0,0,14.923127010616303,0,1,79,23,0,0
0,1,0,0,1,109,0,1,0,0,0,16.525755306513435,1,0,74,471,1,0
1,0,1,1,0,163,0,0,1,0,0,5.904621016681163,1,0,9,430,1,0
0,0,0,0,0,48,1,0,0,1,0,10.35104448160884,1,0,44,210,0,0
1,0,0,1,0,73,0,0,1,0,0,13.76643006142879,1,0,39,221,0,0
0,1,0,0,1,72,0,1,1,1,0,25.163080950776244,0,0,5,89,1,0
1,1,1,0,0,116,1,0,0,0,1,27.952819416036,0,0,25,105,0,0
0,0,0,0,0,173,0,1,1,0,1,19.224262038612512,1,0,56,171,0,1
0,1,0,0,1,81,1,0,0,1,0,12.453410394622402,1,1,64,229,0,0
0,0,0,0,0,81,0,1,0,0,0,8.366899516170593,1,0,72,412,0,0
0,0,0,0,0,113,0,1,0,1,0,29.481920348648362,0,0,86,76,0,0
0,1,0,0,1,96,0,1,0,0,1,29.507579944214395,1,0,52,67,1,1
1,0,0,1,1,72,0,1,1,0,1,27.824331498816008,1,0,89,364,0,1
1,1,1,0,0,147,0,0,0,1,0,23.784405346456758,1,0,76,400,0,0
1,0,1,1,0,63,1,0,0,0,0,10.44760676862293,1,1,9,352,1,0
1,0,0,1,1,38,0,1,0,0,0,24.69301402143129,1,0,10,388,1,1
1,1,1,0,1,67,1,0,0,1,0,12.854997500864004,0,0,10,91,0,0
1,1,1,0,1,69,0,1,1,1,0,10.47641984649631,1,0,73,87,0,0
0,0,0,0,0,13,0,0,0,0,0,22.60109539552211,1,0,62,464,0,1
0,0,0,0,0,175,0,1,1,0,1,3.3099639009922637,0,0,60,49,0,0
1,1,1,0,1,31,1,0,0,1,0,2.408318975574189,0,0,19,102,0,0
1,1,1,0,0,114,0,0,0,0,0,13.990657218254382,1,0,38,367,0,0
0,0,0,0,0,22,0,0,0,0,0,13.923525223842695,1,1,6,423,0,0
1,0,0,1,1,93,0,1,1,0,1,26.973680438851215,1,0,15,491,0,1
1,1,1,0,1,171,0,1,0,0,1,4.658439792346687,0,0,47,45,0,0
0,1,0,0,1,67,1,0,0,0,1,4.575233896119971,1,0,45,178,0,1
0,0,0,0,0,54,0,0,1,0,1,5.276125413772133,1,0,5,266,0,1
0,0,0,0,0,138,0,0,1,0,1,1.8623515775434756,1,0,78,267,0,1
0,0,0,0,0,42,0,1,1,1,0,3.080220396632343,1,0,53,396,0,0
1,1,1,0,1,64,1,0,0,0,0,20.136226138042133,1,0,66,319,0,0
